"geoid","geoid2","geodisplaylabel","hc02_est_vc02"
"1400000US48251131100","48251131100","Census Tract 1311, Johnson County, Texas","38429"
"1400000US48253020101","48253020101","Census Tract 201.01, Jones County, Texas","46389"
"1400000US48253020102","48253020102","Census Tract 201.02, Jones County, Texas","NA"
"1400000US48253020200","48253020200","Census Tract 202, Jones County, Texas","44318"
"1400000US48253020300","48253020300","Census Tract 203, Jones County, Texas","40732"
"1400000US48253020400","48253020400","Census Tract 204, Jones County, Texas","40313"
"1400000US48253020500","48253020500","Census Tract 205, Jones County, Texas","44719"
"1400000US48255970100","48255970100","Census Tract 9701, Karnes County, Texas","70147"
"1400000US48255970200","48255970200","Census Tract 9702, Karnes County, Texas","45572"
"1400000US48255970300","48255970300","Census Tract 9703, Karnes County, Texas","39848"
"1400000US48255970400","48255970400","Census Tract 9704, Karnes County, Texas","46042"
"1400000US48257050201","48257050201","Census Tract 502.01, Kaufman County, Texas","77188"
"1400000US48257050203","48257050203","Census Tract 502.03, Kaufman County, Texas","76848"
"1400000US48257050204","48257050204","Census Tract 502.04, Kaufman County, Texas","83832"
"1400000US48257050205","48257050205","Census Tract 502.05, Kaufman County, Texas","74576"
"1400000US48257050206","48257050206","Census Tract 502.06, Kaufman County, Texas","87188"
"1400000US48257050300","48257050300","Census Tract 503, Kaufman County, Texas","42704"
"1400000US48257050400","48257050400","Census Tract 504, Kaufman County, Texas","48295"
"1400000US48257050500","48257050500","Census Tract 505, Kaufman County, Texas","29898"
"1400000US48257050600","48257050600","Census Tract 506, Kaufman County, Texas","48594"
"1400000US48257050701","48257050701","Census Tract 507.01, Kaufman County, Texas","67788"
"1400000US48257050703","48257050703","Census Tract 507.03, Kaufman County, Texas","55123"
"1400000US48257050704","48257050704","Census Tract 507.04, Kaufman County, Texas","55000"
"1400000US48257050800","48257050800","Census Tract 508, Kaufman County, Texas","66604"
"1400000US48257051000","48257051000","Census Tract 510, Kaufman County, Texas","41429"
"1400000US48257051100","48257051100","Census Tract 511, Kaufman County, Texas","47595"
"1400000US48257051201","48257051201","Census Tract 512.01, Kaufman County, Texas","48594"
"1400000US48257051202","48257051202","Census Tract 512.02, Kaufman County, Texas","65431"
"1400000US48257051300","48257051300","Census Tract 513, Kaufman County, Texas","40726"
"1400000US48259970100","48259970100","Census Tract 9701, Kendall County, Texas","68625"
"1400000US48259970301","48259970301","Census Tract 9703.01, Kendall County, Texas","48605"
"1400000US48259970302","48259970302","Census Tract 9703.02, Kendall County, Texas","77778"
"1400000US48259970401","48259970401","Census Tract 9704.01, Kendall County, Texas","98413"
"1400000US48259970402","48259970402","Census Tract 9704.02, Kendall County, Texas","106741"
"1400000US48259970500","48259970500","Census Tract 9705, Kendall County, Texas","42234"
"1400000US48261950100","48261950100","Census Tract 9501, Kenedy County, Texas","36438"
"1400000US48261990000","48261990000","Census Tract 9900, Kenedy County, Texas","NA"
"1400000US48263950100","48263950100","Census Tract 9501, Kent County, Texas","47024"
"1400000US48265960100","48265960100","Census Tract 9601, Kerr County, Texas","45168"
"1400000US48265960200","48265960200","Census Tract 9602, Kerr County, Texas","55605"
"1400000US48265960301","48265960301","Census Tract 9603.01, Kerr County, Texas","36097"
"1400000US48265960302","48265960302","Census Tract 9603.02, Kerr County, Texas","47829"
"1400000US48265960401","48265960401","Census Tract 9604.01, Kerr County, Texas","50977"
"1400000US48265960402","48265960402","Census Tract 9604.02, Kerr County, Texas","49276"
"1400000US48265960500","48265960500","Census Tract 9605, Kerr County, Texas","35286"
"1400000US48265960600","48265960600","Census Tract 9606, Kerr County, Texas","35119"
"1400000US48265960700","48265960700","Census Tract 9607, Kerr County, Texas","66018"
"1400000US48265960800","48265960800","Census Tract 9608, Kerr County, Texas","50278"
"1400000US48267950100","48267950100","Census Tract 9501, Kimble County, Texas","50408"
"1400000US48267950200","48267950200","Census Tract 9502, Kimble County, Texas","27036"
"1400000US48269950100","48269950100","Census Tract 9501, King County, Texas","63250"
"1400000US48271950100","48271950100","Census Tract 9501, Kinney County, Texas","38281"
"1400000US48273020100","48273020100","Census Tract 201, Kleberg County, Texas","50764"
"1400000US48273020200","48273020200","Census Tract 202, Kleberg County, Texas","26614"
"1400000US48273020300","48273020300","Census Tract 203, Kleberg County, Texas","24446"
"1400000US48273020400","48273020400","Census Tract 204, Kleberg County, Texas","36889"
"1400000US48273020500","48273020500","Census Tract 205, Kleberg County, Texas","52440"
"1400000US48273990000","48273990000","Census Tract 9900, Kleberg County, Texas","NA"
"1400000US48275950100","48275950100","Census Tract 9501, Knox County, Texas","45064"
"1400000US48275950200","48275950200","Census Tract 9502, Knox County, Texas","34583"
"1400000US48277000101","48277000101","Census Tract 1.01, Lamar County, Texas","60597"
"1400000US48277000102","48277000102","Census Tract 1.02, Lamar County, Texas","52159"
"1400000US48277000200","48277000200","Census Tract 2, Lamar County, Texas","44907"
"1400000US48277000300","48277000300","Census Tract 3, Lamar County, Texas","42293"
"1400000US48277000401","48277000401","Census Tract 4.01, Lamar County, Texas","37803"
"1400000US48277000402","48277000402","Census Tract 4.02, Lamar County, Texas","68867"
"1400000US48277000500","48277000500","Census Tract 5, Lamar County, Texas","23078"
"1400000US48277000600","48277000600","Census Tract 6, Lamar County, Texas","18773"
"1400000US48277000700","48277000700","Census Tract 7, Lamar County, Texas","31924"
"1400000US48277000800","48277000800","Census Tract 8, Lamar County, Texas","21875"
"1400000US48277000900","48277000900","Census Tract 9, Lamar County, Texas","52341"
"1400000US48277001000","48277001000","Census Tract 10, Lamar County, Texas","35451"
"1400000US48279950100","48279950100","Census Tract 9501, Lamb County, Texas","36333"
"1400000US48279950200","48279950200","Census Tract 9502, Lamb County, Texas","45769"
"1400000US48279950300","48279950300","Census Tract 9503, Lamb County, Texas","42431"
"1400000US48279950500","48279950500","Census Tract 9505, Lamb County, Texas","32705"
"1400000US48279950600","48279950600","Census Tract 9506, Lamb County, Texas","42569"
"1400000US48281950100","48281950100","Census Tract 9501, Lampasas County, Texas","40694"
"1400000US48281950301","48281950301","Census Tract 9503.01, Lampasas County, Texas","62571"
"1400000US48281950302","48281950302","Census Tract 9503.02, Lampasas County, Texas","61375"
"1400000US48281950400","48281950400","Census Tract 9504, Lampasas County, Texas","29282"
"1400000US48281950500","48281950500","Census Tract 9505, Lampasas County, Texas","47377"
"1400000US48283950300","48283950300","Census Tract 9503, La Salle County, Texas","37292"
"1400000US48285000100","48285000100","Census Tract 1, Lavaca County, Texas","52746"
"1400000US48285000200","48285000200","Census Tract 2, Lavaca County, Texas","44107"
"1400000US48285000300","48285000300","Census Tract 3, Lavaca County, Texas","60446"
"1400000US48285000400","48285000400","Census Tract 4, Lavaca County, Texas","47368"
"1400000US48285000500","48285000500","Census Tract 5, Lavaca County, Texas","50729"
"1400000US48285000600","48285000600","Census Tract 6, Lavaca County, Texas","40682"
"1400000US48287000100","48287000100","Census Tract 1, Lee County, Texas","55880"
"1400000US48287000200","48287000200","Census Tract 2, Lee County, Texas","55250"
"1400000US48287000300","48287000300","Census Tract 3, Lee County, Texas","58239"
"1400000US48287000400","48287000400","Census Tract 4, Lee County, Texas","50331"
"1400000US48289950100","48289950100","Census Tract 9501, Leon County, Texas","45750"
"1400000US48289950200","48289950200","Census Tract 9502, Leon County, Texas","49316"
"1400000US48289950300","48289950300","Census Tract 9503, Leon County, Texas","52219"
"1400000US48291700100","48291700100","Census Tract 7001, Liberty County, Texas","34097"
"1400000US48291700200","48291700200","Census Tract 7002, Liberty County, Texas","29327"
"1400000US48291700300","48291700300","Census Tract 7003, Liberty County, Texas","41296"
"1400000US48291700400","48291700400","Census Tract 7004, Liberty County, Texas","49266"
"1400000US48291700500","48291700500","Census Tract 7005, Liberty County, Texas","50541"
"1400000US48291700600","48291700600","Census Tract 7006, Liberty County, Texas","45169"
"1400000US48291700700","48291700700","Census Tract 7007, Liberty County, Texas","63611"
"1400000US48291700800","48291700800","Census Tract 7008, Liberty County, Texas","54258"
"1400000US48291700900","48291700900","Census Tract 7009, Liberty County, Texas","69643"
"1400000US48291701000","48291701000","Census Tract 7010, Liberty County, Texas","55188"
"1400000US48291701100","48291701100","Census Tract 7011, Liberty County, Texas","57593"
"1400000US48291701200","48291701200","Census Tract 7012, Liberty County, Texas","47953"
"1400000US48291701300","48291701300","Census Tract 7013, Liberty County, Texas","48574"
"1400000US48291701400","48291701400","Census Tract 7014, Liberty County, Texas","50250"
"1400000US48293970100","48293970100","Census Tract 9701, Limestone County, Texas","35893"
"1400000US48293970200","48293970200","Census Tract 9702, Limestone County, Texas","42582"
"1400000US48293970300","48293970300","Census Tract 9703, Limestone County, Texas","33993"
"1400000US48293970400","48293970400","Census Tract 9704, Limestone County, Texas","26576"
"1400000US48293970500","48293970500","Census Tract 9705, Limestone County, Texas","27614"
"1400000US48293970600","48293970600","Census Tract 9706, Limestone County, Texas","40056"
"1400000US48293970700","48293970700","Census Tract 9707, Limestone County, Texas","41078"
"1400000US48293970800","48293970800","Census Tract 9708, Limestone County, Texas","47576"
"1400000US48295950200","48295950200","Census Tract 9502, Lipscomb County, Texas","69318"
"1400000US48295950300","48295950300","Census Tract 9503, Lipscomb County, Texas","60400"
"1400000US48297950100","48297950100","Census Tract 9501, Live Oak County, Texas","45170"
"1400000US48297950200","48297950200","Census Tract 9502, Live Oak County, Texas","45865"
"1400000US48297950300","48297950300","Census Tract 9503, Live Oak County, Texas","52822"
"1400000US48297950400","48297950400","Census Tract 9504, Live Oak County, Texas","46750"
"1400000US48299970100","48299970100","Census Tract 9701, Llano County, Texas","44572"
"1400000US48299970200","48299970200","Census Tract 9702, Llano County, Texas","37325"
"1400000US48299970300","48299970300","Census Tract 9703, Llano County, Texas","52216"
"1400000US48299970400","48299970400","Census Tract 9704, Llano County, Texas","95714"
"1400000US48299970500","48299970500","Census Tract 9705, Llano County, Texas","41276"
"1400000US48299970600","48299970600","Census Tract 9706, Llano County, Texas","33885"
"1400000US48301950100","48301950100","Census Tract 9501, Loving County, Texas","NA"
"1400000US48303000100","48303000100","Census Tract 1, Lubbock County, Texas","43831"
"1400000US48303000201","48303000201","Census Tract 2.01, Lubbock County, Texas","46765"
"1400000US48303000202","48303000202","Census Tract 2.02, Lubbock County, Texas","23071"
"1400000US48303000301","48303000301","Census Tract 3.01, Lubbock County, Texas","25215"
"1400000US48303000302","48303000302","Census Tract 3.02, Lubbock County, Texas","25041"
"1400000US48303000402","48303000402","Census Tract 4.02, Lubbock County, Texas","40357"
"1400000US48303000403","48303000403","Census Tract 4.03, Lubbock County, Texas","56061"
"1400000US48303000404","48303000404","Census Tract 4.04, Lubbock County, Texas","57143"
"1400000US48303000405","48303000405","Census Tract 4.05, Lubbock County, Texas","42683"
"1400000US48303000500","48303000500","Census Tract 5, Lubbock County, Texas","21435"
"1400000US48303000603","48303000603","Census Tract 6.03, Lubbock County, Texas","6764"
"1400000US48303000605","48303000605","Census Tract 6.05, Lubbock County, Texas","15536"
"1400000US48303000607","48303000607","Census Tract 6.07, Lubbock County, Texas","20417"
"1400000US48303000700","48303000700","Census Tract 7, Lubbock County, Texas","39940"
"1400000US48303000900","48303000900","Census Tract 9, Lubbock County, Texas","25502"
"1400000US48303001000","48303001000","Census Tract 10, Lubbock County, Texas","26957"
"1400000US48303001200","48303001200","Census Tract 12, Lubbock County, Texas","29167"
"1400000US48303001300","48303001300","Census Tract 13, Lubbock County, Texas","28268"
"1400000US48303001400","48303001400","Census Tract 14, Lubbock County, Texas","28110"
